                       trigger             logPbol_1eV_20MeV             logSbol_1eV_20MeV                        logEpk                    logEPR1024                        logEFR                    logFPR1024                        logT90
                          5540                 -0.148671E+02                 -0.118970E+02                  0.495516E+01                  0.198222E+02                  0.168521E+02                  0.297010E+01                  0.434081E+01
                           398                 -0.140637E+02                 -0.117183E+02                  0.504266E+01                  0.191064E+02                  0.167610E+02                  0.234541E+01                  0.324259E+01
                           795                 -0.145523E+02                 -0.122085E+02                  0.479398E+01                  0.193463E+02                  0.170025E+02                  0.234378E+01                  0.406784E+01
                          5593                 -0.131589E+02                 -0.116353E+02                  0.508411E+01                  0.182430E+02                  0.167194E+02                  0.152362E+01                  0.433625E+01
                          3102                 -0.145619E+02                 -0.112703E+02                  0.526601E+01                  0.198279E+02                  0.165363E+02                  0.329159E+01                  0.361255E+01
                           869                 -0.132309E+02                 -0.105580E+02                  0.561601E+01                  0.188469E+02                  0.161741E+02                  0.267284E+01                  0.470501E+01
                          6531                 -0.149579E+02                 -0.123332E+02                  0.472951E+01                  0.196874E+02                  0.170627E+02                  0.262472E+01                  0.277634E+01
                          2663                 -0.152962E+02                 -0.129625E+02                  0.440254E+01                  0.196988E+02                  0.173651E+02                  0.233367E+01                  0.250307E+01
                          5601                 -0.128626E+02                 -0.108083E+02                  0.549167E+01                  0.183543E+02                  0.162999E+02                  0.205437E+01                  0.296835E+01
                          8111                 -0.130556E+02                 -0.112467E+02                  0.527522E+01                  0.183308E+02                  0.165219E+02                  0.180891E+01                  0.268035E+01
                          5429                 -0.137887E+02                 -0.108234E+02                  0.548246E+01                  0.192711E+02                  0.163059E+02                  0.296527E+01                  0.529931E+01
                          5490                 -0.149394E+02                 -0.132118E+02                  0.426899E+01                  0.192084E+02                  0.174808E+02                  0.172763E+01                  0.291072E+01
                          3120                 -0.145631E+02                 -0.128168E+02                  0.447623E+01                  0.190393E+02                  0.172930E+02                  0.174628E+01                  0.293651E+01
                          7942                 -0.148877E+02                 -0.134550E+02                  0.413775E+01                  0.190255E+02                  0.175928E+02                  0.143267E+01                  0.352784E+01
                          3159                 -0.146970E+02                 -0.135372E+02                  0.409169E+01                  0.187887E+02                  0.176289E+02                  0.115972E+01                  0.290361E+01
                          7446                 -0.124078E+02                 -0.118635E+02                  0.496207E+01                  0.173699E+02                  0.168256E+02                  0.544331E+00                  0.260786E+01
                          3347                 -0.150825E+02                 -0.117435E+02                  0.502194E+01                  0.201044E+02                  0.167654E+02                  0.333898E+01                  0.411447E+01
                          7750                 -0.141954E+02                 -0.131537E+02                  0.429432E+01                  0.184897E+02                  0.174480E+02                  0.104169E+01                  0.360714E+01
                          7295                 -0.131058E+02                 -0.103774E+02                  0.569429E+01                  0.188000E+02                  0.160717E+02                  0.272833E+01                  0.430123E+01
                          2919                 -0.125722E+02                 -0.102468E+02                  0.575877E+01                  0.183310E+02                  0.160056E+02                  0.232538E+01                  0.301160E+01
                          2994                 -0.114663E+02                 -0.874004E+01                  0.647257E+01                  0.179389E+02                  0.152126E+02                  0.272626E+01                  0.388322E+01
                          2244                 -0.155195E+02                 -0.123288E+02                  0.471800E+01                  0.202375E+02                  0.170468E+02                  0.319069E+01                  0.556758E+01
                          1561                 -0.148800E+02                 -0.129329E+02                  0.440024E+01                  0.192802E+02                  0.173332E+02                  0.194707E+01                  0.312060E+01
                          7319                 -0.134980E+02                 -0.111351E+02                  0.531437E+01                  0.188124E+02                  0.164495E+02                  0.236291E+01                  0.390521E+01
                          6083                 -0.141548E+02                 -0.127235E+02                  0.450155E+01                  0.186564E+02                  0.172251E+02                  0.143129E+01                  0.306525E+01
                          2665                 -0.138783E+02                 -0.116784E+02                  0.503575E+01                  0.189140E+02                  0.167141E+02                  0.219989E+01                  0.342067E+01
                          7831                 -0.147121E+02                 -0.108396E+02                  0.545252E+01                  0.201646E+02                  0.162921E+02                  0.387249E+01                  0.428110E+01
                          7207                 -0.141023E+02                 -0.121875E+02                  0.477556E+01                  0.188778E+02                  0.169630E+02                  0.191483E+01                  0.318595E+01
                          5539                 -0.142059E+02                 -0.130092E+02                  0.434728E+01                  0.185531E+02                  0.173565E+02                  0.119665E+01                  0.435440E+01
                          7247                 -0.124189E+02                 -0.816209E+01                  0.672355E+01                  0.191424E+02                  0.148856E+02                  0.425679E+01                  0.519684E+01
                          7795                 -0.149528E+02                 -0.131547E+02                  0.426899E+01                  0.192218E+02                  0.174237E+02                  0.179809E+01                  0.478749E+01
                          6592                 -0.148629E+02                 -0.122768E+02                  0.472260E+01                  0.195855E+02                  0.169994E+02                  0.258603E+01                  0.324494E+01
                          1653                 -0.152656E+02                 -0.126089E+02                  0.455221E+01                  0.198178E+02                  0.171611E+02                  0.265672E+01                  0.414076E+01
                          5387                 -0.143348E+02                 -0.121983E+02                  0.475944E+01                  0.190942E+02                  0.169577E+02                  0.213648E+01                  0.376583E+01
                          2219                 -0.143957E+02                 -0.128854E+02                  0.440254E+01                  0.187983E+02                  0.172879E+02                  0.151031E+01                  0.241592E+01
                          5624                 -0.138754E+02                 -0.102049E+02                  0.574265E+01                  0.196181E+02                  0.159475E+02                  0.367055E+01                  0.475790E+01
                          8087                 -0.122938E+02                 -0.894121E+01                  0.634823E+01                  0.186420E+02                  0.152894E+02                  0.335256E+01                  0.510230E+01
                          6369                 -0.151293E+02                 -0.125385E+02                  0.457524E+01                  0.197046E+02                  0.171137E+02                  0.259087E+01                  0.337794E+01
                          2586                 -0.125912E+02                 -0.108218E+02                  0.543871E+01                  0.180299E+02                  0.162606E+02                  0.176931E+01                  0.255412E+01
                          6321                 -0.131938E+02                 -0.119721E+02                  0.486076E+01                  0.180546E+02                  0.168328E+02                  0.122175E+01                  0.311752E+01
                          2945                 -0.144623E+02                 -0.134931E+02                  0.406406E+01                  0.185263E+02                  0.175571E+02                  0.969204E+00                  0.122143E+01
                          3356                 -0.140502E+02                 -0.129908E+02                  0.432886E+01                  0.183791E+02                  0.173197E+02                  0.105942E+01                  0.178372E+01
                          3001                 -0.133706E+02                 -0.116860E+02                  0.499891E+01                  0.183695E+02                  0.166849E+02                  0.168457E+01                  0.339116E+01
                          5493                 -0.150594E+02                 -0.116399E+02                  0.502194E+01                  0.200814E+02                  0.166618E+02                  0.341957E+01                  0.426183E+01
                          3134                 -0.152237E+02                 -0.128622E+02                  0.439333E+01                  0.196171E+02                  0.172555E+02                  0.236153E+01                  0.260047E+01
                          5563                 -0.118581E+02                 -0.115058E+02                  0.508641E+01                  0.169445E+02                  0.165922E+02                  0.352296E+00                  0.158719E+01
                          6533                 -0.137367E+02                 -0.109716E+02                  0.534891E+01                  0.190857E+02                  0.163205E+02                  0.276517E+01                  0.344137E+01
                          6564                 -0.142486E+02                 -0.120824E+02                  0.478938E+01                  0.190380E+02                  0.168717E+02                  0.216627E+01                  0.342491E+01
                          6642                 -0.138008E+02                 -0.101645E+02                  0.574034E+01                  0.195411E+02                  0.159049E+02                  0.363624E+01                  0.465396E+01
                          5473                 -0.131791E+02                 -0.102168E+02                  0.571271E+01                  0.188918E+02                  0.159295E+02                  0.296228E+01                  0.438999E+01
                          6830                 -0.148040E+02                 -0.130212E+02                  0.429893E+01                  0.191030E+02                  0.173201E+02                  0.178289E+01                  0.334462E+01
                          6598                 -0.144049E+02                 -0.121361E+02                  0.475944E+01                  0.191644E+02                  0.168956E+02                  0.226881E+01                  0.286048E+01
                          6322                 -0.138302E+02                 -0.131026E+02                  0.425287E+01                  0.180830E+02                  0.173554E+02                  0.727617E+00                  0.158185E+01
                           222                 -0.133897E+02                 -0.115380E+02                  0.505648E+01                  0.184462E+02                  0.165945E+02                  0.185174E+01                  0.429170E+01
                          2528                 -0.154156E+02                 -0.136532E+02                  0.395124E+01                  0.193668E+02                  0.176044E+02                  0.176240E+01                  0.412584E+01
                          7167                 -0.148984E+02                 -0.130845E+02                  0.425518E+01                  0.191536E+02                  0.173396E+02                  0.181398E+01                  0.394564E+01
                          2863                 -0.137620E+02                 -0.104002E+02                  0.561370E+01                  0.193757E+02                  0.160139E+02                  0.336177E+01                  0.375232E+01
                          3637                 -0.136070E+02                 -0.120815E+02                  0.477556E+01                  0.183826E+02                  0.168571E+02                  0.152546E+01                  0.257871E+01
                          1956                 -0.136351E+02                 -0.118001E+02                  0.491602E+01                  0.185511E+02                  0.167162E+02                  0.183493E+01                  0.264049E+01
                          7994                 -0.126627E+02                 -0.100903E+02                  0.576337E+01                  0.184261E+02                  0.158536E+02                  0.257245E+01                  0.326500E+01
                          1646                 -0.152467E+02                 -0.128449E+02                  0.437721E+01                  0.196239E+02                  0.172221E+02                  0.240183E+01                  0.485981E+01
                          2634                 -0.143536E+02                 -0.113308E+02                  0.515088E+01                  0.195045E+02                  0.164817E+02                  0.302279E+01                  0.407175E+01
                          3514                 -0.148055E+02                 -0.111407E+02                  0.524529E+01                  0.200508E+02                  0.163860E+02                  0.366479E+01                  0.448707E+01
                          1406                 -0.138851E+02                 -0.111791E+02                  0.522457E+01                  0.191097E+02                  0.164037E+02                  0.270600E+01                  0.299424E+01
                          1885                 -0.149845E+02                 -0.122693E+02                  0.467195E+01                  0.196564E+02                  0.169412E+02                  0.271521E+01                  0.412114E+01
                          7170                 -0.113582E+02                 -0.838556E+01                  0.656697E+01                  0.179252E+02                  0.149525E+02                  0.297264E+01                  0.460096E+01
                          2074                 -0.142346E+02                 -0.110777E+02                  0.527062E+01                  0.195052E+02                  0.163483E+02                  0.315684E+01                  0.442580E+01
                          3307                 -0.146536E+02                 -0.121768E+02                  0.471569E+01                  0.193693E+02                  0.168925E+02                  0.247680E+01                  0.376074E+01
                          6892                 -0.137750E+02                 -0.104708E+02                  0.556765E+01                  0.193426E+02                  0.160384E+02                  0.330421E+01                  0.468583E+01
                          6601                 -0.141395E+02                 -0.118470E+02                  0.488148E+01                  0.190210E+02                  0.167285E+02                  0.229245E+01                  0.559620E+01
                           676                 -0.127542E+02                 -0.973850E+01                  0.591995E+01                  0.186741E+02                  0.156584E+02                  0.301570E+01                  0.435440E+01
                          7323                 -0.152143E+02                 -0.114120E+02                  0.509332E+01                  0.203076E+02                  0.165053E+02                  0.380226E+01                  0.468028E+01
                          2213                 -0.130476E+02                 -0.112725E+02                  0.516240E+01                  0.182100E+02                  0.164349E+02                  0.177506E+01                  0.412536E+01
                          6351                 -0.149468E+02                 -0.119769E+02                  0.480550E+01                  0.197523E+02                  0.167824E+02                  0.296987E+01                  0.358630E+01
                          1815                 -0.131880E+02                 -0.110887E+02                  0.524989E+01                  0.184379E+02                  0.163386E+02                  0.209927E+01                  0.298468E+01
                          3618                 -0.135050E+02                 -0.106042E+02                  0.548936E+01                  0.189944E+02                  0.160936E+02                  0.290080E+01                  0.450181E+01
                          2636                 -0.150670E+02                 -0.131257E+02                  0.420452E+01                  0.192716E+02                  0.173303E+02                  0.194131E+01                  0.344361E+01
                          2681                 -0.141311E+02                 -0.115149E+02                  0.503575E+01                  0.191668E+02                  0.165506E+02                  0.261620E+01                  0.401566E+01
                          2315                 -0.140082E+02                 -0.115773E+02                  0.500121E+01                  0.190094E+02                  0.165785E+02                  0.243084E+01                  0.296165E+01
                          3649                 -0.130899E+02                 -0.111870E+02                  0.519693E+01                  0.182868E+02                  0.163840E+02                  0.190286E+01                  0.327715E+01
                          2190                 -0.140303E+02                 -0.111443E+02                  0.521766E+01                  0.192480E+02                  0.163619E+02                  0.288606E+01                  0.491192E+01
                          6566                 -0.147870E+02                 -0.111473E+02                  0.521536E+01                  0.200023E+02                  0.163626E+02                  0.363970E+01                  0.447300E+01
                          2608                 -0.151029E+02                 -0.135733E+02                  0.395814E+01                  0.190610E+02                  0.175314E+02                  0.152961E+01                  0.338337E+01
                          7487                 -0.144652E+02                 -0.131907E+02                  0.416538E+01                  0.186306E+02                  0.173561E+02                  0.127450E+01                  0.269801E+01
                          2447                 -0.153047E+02                 -0.122536E+02                  0.465583E+01                  0.199606E+02                  0.169094E+02                  0.305116E+01                  0.416340E+01
                          5415                 -0.142490E+02                 -0.122236E+02                  0.466964E+01                  0.189186E+02                  0.168932E+02                  0.202535E+01                  0.325270E+01
                           211                 -0.152901E+02                 -0.130382E+02                  0.424366E+01                  0.195338E+02                  0.172818E+02                  0.225193E+01                  0.567914E+01
                          3193                 -0.150295E+02                 -0.121018E+02                  0.473181E+01                  0.197613E+02                  0.168336E+02                  0.292774E+01                  0.415983E+01
                          3879                 -0.142304E+02                 -0.126014E+02                  0.447162E+01                  0.187021E+02                  0.170730E+02                  0.162908E+01                  0.343011E+01
                          7654                 -0.147588E+02                 -0.116351E+02                  0.496437E+01                  0.197232E+02                  0.165995E+02                  0.312369E+01                  0.423310E+01
                          2703                 -0.138853E+02                 -0.103186E+02                  0.561601E+01                  0.195013E+02                  0.159346E+02                  0.356670E+01                  0.405455E+01
                           332                 -0.144212E+02                 -0.121024E+02                  0.472490E+01                  0.191461E+02                  0.168273E+02                  0.231889E+01                  0.392434E+01
                           543                 -0.122777E+02                 -0.114584E+02                  0.505187E+01                  0.173295E+02                  0.165103E+02                  0.819260E+00                  0.158185E+01
                          2232                 -0.127818E+02                 -0.110095E+02                  0.527522E+01                  0.180570E+02                  0.162847E+02                  0.177230E+01                  0.403443E+01
                          6242                 -0.133029E+02                 -0.117192E+02                  0.491832E+01                  0.182212E+02                  0.166375E+02                  0.158372E+01                  0.435440E+01
                          2996                 -0.156114E+02                 -0.118909E+02                  0.483082E+01                  0.204423E+02                  0.167217E+02                  0.372052E+01                  0.392888E+01
                          6118                 -0.154074E+02                 -0.128462E+02                  0.433577E+01                  0.197431E+02                  0.171820E+02                  0.256117E+01                  0.402195E+01
                          2240                 -0.152187E+02                 -0.128114E+02                  0.435419E+01                  0.195729E+02                  0.171655E+02                  0.240735E+01                  0.374267E+01
                          2593                 -0.141693E+02                 -0.120352E+02                  0.475484E+01                  0.189241E+02                  0.167901E+02                  0.213404E+01                  0.339753E+01
                          6346                 -0.151940E+02                 -0.111571E+02                  0.519693E+01                  0.203909E+02                  0.163540E+02                  0.403689E+01                  0.491339E+01
                          3178                 -0.114434E+02                 -0.883454E+01                  0.632290E+01                  0.177663E+02                  0.151574E+02                  0.260883E+01                  0.368738E+01
                          1114                 -0.138908E+02                 -0.130814E+02                  0.420682E+01                  0.180976E+02                  0.172883E+02                  0.809359E+00                  0.156861E+01
                          2500                 -0.143034E+02                 -0.111689E+02                  0.518772E+01                  0.194911E+02                  0.163566E+02                  0.313451E+01                  0.426142E+01
                          3436                 -0.135027E+02                 -0.105779E+02                  0.548015E+01                  0.189828E+02                  0.160581E+02                  0.292474E+01                  0.368888E+01
                          7707                 -0.148274E+02                 -0.113671E+02                  0.508871E+01                  0.199161E+02                  0.164558E+02                  0.346032E+01                  0.430650E+01
                          8116                 -0.133513E+02                 -0.108788E+02                  0.533048E+01                  0.186818E+02                  0.162093E+02                  0.247252E+01                  0.391163E+01
                          7255                 -0.127866E+02                 -0.106584E+02                  0.543871E+01                  0.182253E+02                  0.160971E+02                  0.212828E+01                  0.233215E+01
                          1586                 -0.147277E+02                 -0.119437E+02                  0.479398E+01                  0.195217E+02                  0.167377E+02                  0.278399E+01                  0.450602E+01
                           171                 -0.150438E+02                 -0.128515E+02                  0.432195E+01                  0.193657E+02                  0.171734E+02                  0.219229E+01                  0.320964E+01
                          6552                 -0.147516E+02                 -0.133047E+02                  0.407558E+01                  0.188272E+02                  0.173803E+02                  0.144694E+01                  0.311752E+01
                          7923                 -0.144364E+02                 -0.130945E+02                  0.418840E+01                  0.186248E+02                  0.172829E+02                  0.134188E+01                  0.283087E+01
                          5454                 -0.147723E+02                 -0.123623E+02                  0.457293E+01                  0.193453E+02                  0.169353E+02                  0.241000E+01                  0.357990E+01
                           685                 -0.148982E+02                 -0.132502E+02                  0.410321E+01                  0.190014E+02                  0.173534E+02                  0.164796E+01                  0.428373E+01
                          1734                 -0.144284E+02                 -0.131478E+02                  0.415847E+01                  0.185869E+02                  0.173063E+02                  0.128063E+01                  0.384417E+01
                          3909                 -0.139018E+02                 -0.124737E+02                  0.451307E+01                  0.184148E+02                  0.169868E+02                  0.142806E+01                  0.290690E+01
                          7387                 -0.147336E+02                 -0.123355E+02                  0.458445E+01                  0.193181E+02                  0.169199E+02                  0.239817E+01                  0.414677E+01
                           473                 -0.153033E+02                 -0.133546E+02                  0.404334E+01                  0.193466E+02                  0.173979E+02                  0.194868E+01                  0.343721E+01
                          7567                 -0.138463E+02                 -0.135866E+02                  0.391209E+01                  0.177584E+02                  0.174987E+02                  0.259732E+00                  0.187610E+01
                          2815                 -0.145004E+02                 -0.106411E+02                  0.542950E+01                  0.199299E+02                  0.160706E+02                  0.385927E+01                  0.488054E+01
                          3096                 -0.138872E+02                 -0.124605E+02                  0.450846E+01                  0.183956E+02                  0.169690E+02                  0.142668E+01                  0.194248E+01
                          6100                 -0.111919E+02                 -0.908499E+01                  0.618014E+01                  0.173720E+02                  0.152651E+02                  0.210687E+01                  0.278871E+01
                          2202                 -0.153107E+02                 -0.137585E+02                  0.381308E+01                  0.191238E+02                  0.175716E+02                  0.155217E+01                  0.283439E+01
                          3906                 -0.137328E+02                 -0.116899E+02                  0.489990E+01                  0.186327E+02                  0.165898E+02                  0.204285E+01                  0.303207E+01
                          2122                 -0.136792E+02                 -0.972818E+01                  0.586929E+01                  0.195485E+02                  0.155975E+02                  0.395101E+01                  0.479249E+01
                          2511                 -0.143203E+02                 -0.132122E+02                  0.410551E+01                  0.184258E+02                  0.173177E+02                  0.110805E+01                  0.416340E+01
                          6414                 -0.137171E+02                 -0.102393E+02                  0.561831E+01                  0.193354E+02                  0.158576E+02                  0.347782E+01                  0.387244E+01
                          7228                 -0.137320E+02                 -0.115673E+02                  0.495747E+01                  0.186894E+02                  0.165248E+02                  0.216466E+01                  0.460096E+01
                          3247                 -0.141003E+02                 -0.990385E+01                  0.578179E+01                  0.198821E+02                  0.156856E+02                  0.419642E+01                  0.530182E+01
                          2855                 -0.118277E+02                 -0.870955E+01                  0.635053E+01                  0.181782E+02                  0.150601E+02                  0.311816E+01                  0.374951E+01
                          7000                 -0.140854E+02                 -0.127587E+02                  0.434268E+01                  0.184281E+02                  0.171014E+02                  0.132675E+01                  0.465491E+01
                          6266                 -0.130249E+02                 -0.100792E+02                  0.569199E+01                  0.187168E+02                  0.157711E+02                  0.294570E+01                  0.362620E+01
                           841                 -0.131294E+02                 -0.117161E+02                  0.487918E+01                  0.180086E+02                  0.165953E+02                  0.141333E+01                  0.285705E+01
                          2929                 -0.123123E+02                 -0.900805E+01                  0.620547E+01                  0.185177E+02                  0.152135E+02                  0.330421E+01                  0.375538E+01
                          2797                 -0.123586E+02                 -0.104725E+02                  0.549627E+01                  0.178549E+02                  0.159688E+02                  0.188605E+01                  0.217838E+01
                          6585                 -0.145290E+02                 -0.122120E+02                  0.462129E+01                  0.191503E+02                  0.168333E+02                  0.231698E+01                  0.286448E+01
                          2917                 -0.152053E+02                 -0.139972E+02                  0.366111E+01                  0.188664E+02                  0.176583E+02                  0.120817E+01                  0.247401E+01
                          2298                 -0.154039E+02                 -0.119553E+02                  0.474793E+01                  0.201518E+02                  0.167032E+02                  0.344858E+01                  0.424878E+01
                          3918                 -0.137643E+02                 -0.104246E+02                  0.551239E+01                  0.192767E+02                  0.159370E+02                  0.333967E+01                  0.470501E+01
                          3115                 -0.121473E+02                 -0.102338E+02                  0.560449E+01                  0.177518E+02                  0.158383E+02                  0.191345E+01                  0.381352E+01
                          2394                 -0.145315E+02                 -0.115752E+02                  0.493905E+01                  0.194705E+02                  0.165142E+02                  0.295627E+01                  0.494236E+01
                          3076                 -0.142146E+02                 -0.111703E+02                  0.513937E+01                  0.193539E+02                  0.163097E+02                  0.304425E+01                  0.443273E+01
                          5575                 -0.126986E+02                 -0.110646E+02                  0.519003E+01                  0.178886E+02                  0.162547E+02                  0.163391E+01                  0.254945E+01
                          7619                 -0.151031E+02                 -0.132170E+02                  0.407788E+01                  0.191809E+02                  0.172949E+02                  0.188605E+01                  0.373122E+01
                          6413                 -0.135788E+02                 -0.127055E+02                  0.434958E+01                  0.179284E+02                  0.170551E+02                  0.873371E+00                  0.187610E+01
                          5389                 -0.131929E+02                 -0.115514E+02                  0.494365E+01                  0.181365E+02                  0.164950E+02                  0.164151E+01                  0.316716E+01
                          1667                 -0.157051E+02                 -0.133164E+02                  0.402262E+01                  0.197277E+02                  0.173390E+02                  0.238870E+01                  0.330322E+01
                          6605                 -0.137104E+02                 -0.116625E+02                  0.488378E+01                  0.185942E+02                  0.165463E+02                  0.204792E+01                  0.281542E+01
                          2077                 -0.155279E+02                 -0.125596E+02                  0.442096E+01                  0.199488E+02                  0.169806E+02                  0.296826E+01                  0.413565E+01
                          7564                 -0.139709E+02                 -0.134553E+02                  0.393972E+01                  0.179106E+02                  0.173950E+02                  0.515549E+00                  0.179443E+01
                          6101                 -0.144601E+02                 -0.117744E+02                  0.482392E+01                  0.192840E+02                  0.165983E+02                  0.268574E+01                  0.326728E+01
                           404                 -0.147248E+02                 -0.118431E+02                  0.478707E+01                  0.195119E+02                  0.166302E+02                  0.288166E+01                  0.481544E+01
                          5472                 -0.141936E+02                 -0.121003E+02                  0.464892E+01                  0.188425E+02                  0.167493E+02                  0.209328E+01                  0.400988E+01
                          7711                 -0.132709E+02                 -0.115395E+02                  0.493214E+01                  0.182030E+02                  0.164717E+02                  0.173131E+01                  0.304119E+01
                          6546                 -0.137107E+02                 -0.134832E+02                  0.391209E+01                  0.176228E+02                  0.173953E+02                  0.227495E+00                  0.191458E+01
                          3875                 -0.137051E+02                 -0.133436E+02                  0.398808E+01                  0.176932E+02                  0.173317E+02                  0.361506E+00                  0.212632E+01
                          6399                 -0.144001E+02                 -0.130629E+02                  0.413775E+01                  0.185378E+02                  0.172007E+02                  0.133718E+01                  0.267623E+01
                          6582                 -0.141258E+02                 -0.132651E+02                  0.402492E+01                  0.181507E+02                  0.172900E+02                  0.860706E+00                  0.195160E+01
                          1578                 -0.131728E+02                 -0.109696E+02                  0.520845E+01                  0.183812E+02                  0.161781E+02                  0.220311E+01                  0.302237E+01
                          2324                 -0.148738E+02                 -0.113354E+02                  0.502424E+01                  0.198981E+02                  0.163597E+02                  0.353838E+01                  0.452937E+01
                          5995                 -0.111635E+02                 -0.805734E+01                  0.660842E+01                  0.177719E+02                  0.146658E+02                  0.310619E+01                  0.328429E+01
                          3091                 -0.148559E+02                 -0.127244E+02                  0.430353E+01                  0.191595E+02                  0.170279E+02                  0.213150E+01                  0.224834E+01
                          6551                 -0.153572E+02                 -0.127663E+02                  0.428051E+01                  0.196377E+02                  0.170468E+02                  0.259087E+01                  0.407772E+01
                          6082                 -0.141801E+02                 -0.127677E+02                  0.428051E+01                  0.184606E+02                  0.170482E+02                  0.141241E+01                  0.182583E+01
                          3237                 -0.138945E+02                 -0.119472E+02                  0.470648E+01                  0.186010E+02                  0.166537E+02                  0.194730E+01                  0.383385E+01
                          6300                 -0.153983E+02                 -0.141246E+02                  0.353677E+01                  0.189351E+02                  0.176614E+02                  0.127372E+01                  0.414583E+01
                          2620                 -0.143620E+02                 -0.127328E+02                  0.429662E+01                  0.186586E+02                  0.170295E+02                  0.162919E+01                  0.293810E+01
                          7464                 -0.125153E+02                 -0.944872E+01                  0.594527E+01                  0.184606E+02                  0.153940E+02                  0.306658E+01                  0.371577E+01
                          6154                 -0.144175E+02                 -0.121668E+02                  0.459135E+01                  0.190089E+02                  0.167581E+02                  0.225073E+01                  0.389874E+01
                          2619                 -0.147828E+02                 -0.104834E+02                  0.543871E+01                  0.202215E+02                  0.159221E+02                  0.429939E+01                  0.502454E+01
                          3891                 -0.122218E+02                 -0.108600E+02                  0.525220E+01                  0.174740E+02                  0.161122E+02                  0.136175E+01                  0.372496E+01
                          2440                 -0.148426E+02                 -0.125011E+02                  0.441636E+01                  0.192589E+02                  0.169174E+02                  0.234150E+01                  0.414219E+01
                          8012                 -0.146091E+02                 -0.123385E+02                  0.450155E+01                  0.191107E+02                  0.168401E+02                  0.227056E+01                  0.287130E+01
                          2927                 -0.151526E+02                 -0.131343E+02                  0.407788E+01                  0.192304E+02                  0.172122E+02                  0.201822E+01                  0.353631E+01
                          7843                 -0.143676E+02                 -0.116211E+02                  0.486766E+01                  0.192353E+02                  0.164888E+02                  0.274655E+01                  0.462792E+01
                           516                 -0.148393E+02                 -0.132800E+02                  0.399268E+01                  0.188320E+02                  0.172727E+02                  0.155931E+01                  0.253924E+01
                          6186                 -0.145316E+02                 -0.129166E+02                  0.418840E+01                  0.187200E+02                  0.171050E+02                  0.161503E+01                  0.278440E+01
                          5409                 -0.147272E+02                 -0.110875E+02                  0.513016E+01                  0.198573E+02                  0.162176E+02                  0.363970E+01                  0.425419E+01
                          3212                 -0.138321E+02                 -0.111616E+02                  0.509102E+01                  0.189231E+02                  0.162526E+02                  0.267054E+01                  0.442389E+01
                          3930                 -0.116028E+02                 -0.866236E+01                  0.630678E+01                  0.179095E+02                  0.149691E+02                  0.294040E+01                  0.515155E+01
                          3567                 -0.143009E+02                 -0.103215E+02                  0.550548E+01                  0.198063E+02                  0.158270E+02                  0.397937E+01                  0.637927E+01
                          3135                 -0.149785E+02                 -0.131100E+02                  0.408018E+01                  0.190587E+02                  0.171901E+02                  0.186855E+01                  0.389692E+01
                          2889                 -0.126655E+02                 -0.929199E+01                  0.600514E+01                  0.186706E+02                  0.152971E+02                  0.337352E+01                  0.432941E+01
                           563                 -0.139268E+02                 -0.116030E+02                  0.486536E+01                  0.187921E+02                  0.164684E+02                  0.232377E+01                  0.311485E+01
                          1157                 -0.121905E+02                 -0.104101E+02                  0.546173E+01                  0.176522E+02                  0.158718E+02                  0.178036E+01                  0.513932E+01
                          3912                 -0.131686E+02                 -0.113310E+02                  0.500121E+01                  0.181699E+02                  0.163322E+02                  0.183769E+01                  0.326002E+01
                          1156                 -0.147930E+02                 -0.987167E+01                  0.572192E+01                  0.205149E+02                  0.155936E+02                  0.492132E+01                  0.524227E+01
                          8101                 -0.136937E+02                 -0.927209E+01                  0.601205E+01                  0.197058E+02                  0.152841E+02                  0.442165E+01                  0.474494E+01
